gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
C291,kEH_HG,137B3,U+137B3,HJ C291,C291,C-09-064,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically, upon a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A).",Logogram (god),C
C292,kEH_HG,137B4,U+137B4,HJ C292,C292,C-09-065,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically, upon a canal (N36).",Logogram (beloved of Horus),C
C293,kEH_HG,137DD,U+137DD,HJ C293,C293,C-10-030,,,
C298,kEH_HG,1391D,U+1391D,HJ C298,C298,C-47-049,"Goddess, standing, with a palm branch, stripped of leaves and notched on her head (M4), notch forward, right arm forward, hand at the height of the waist, holding a stem of papyrus with a bud (M131) or flower, of the height of the woman, vertically, left arm hanging beside the body.",Phonemogram,C
C2A,kEH_HG,1305C,U+1305C,C002A,C2A,C-09-017,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a sun disk (N5) on its head.",Logogram (Re),C
C2B,kEH_HG,1379E,U+1379E,C002L,C2B,C-09-021,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a sun disk (N5) on its head, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Re),C
C2D,kEH_HG,137A5,U+137A5,HJ C002D,C2D,C-09-039,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a sun disk (N5) on its head, holding a sceptre (S42) vertically.",Logogram (Re and image),C
C2F,kEH_HG,137A2,U+137A2,HJ C002F,C2F,C-09-034,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a sun disk (N5) on its head, holding a crook (S38) vertically, with the opening inwards.",Logogram (Re),C
C2I,kEH_HG,137A4,U+137A4,HJ C002I,C2I,C-09-038,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a sun disk (N5) on its head, holding a feather (H6) vertically.",Logogram (Re),C
C3,kEH_HG,1305F,U+1305F,C003,C3,C-31-001,"God, seated, knees up, with covered legs and arms, with the head of an ibis.",Logogram (Thot),C
C30,kEH_HG,1378D,U+1378D,HJ C030,C30,C-05-001,"God/goddess, seated, knees up, with covered legs and arms, with the head of a bovid, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier protector,C
C303,kEH_HG,13855,U+13855,HJ C303,C303,C-27-007,"Goddess, seated, both knees down, with the head of a crocodile, wearing the red crown (S3), arms extended as either side of the body, angling downwards, with a crocodile (I3) under each arm.",Logogram (the one who watches her mansions),C
C304,kEH_HG,1376B,U+1376B,HJ C304,C304,C-03-019,,,
C306,kEH_HG,138EA,U+138EA,HJ C306,C306,C-40-013,"Goddess, standing, wearing the red crown, left arm forward, forearm horizontal, hand at the height of the waist, holding an eye with the markings of the head of a falcon (D10), right arm forward, hand above the eye.",(cryptography) Phonemogram,C
C307,kEH_HG,13874,U+13874,HJ C307,C307,C-32-004,"Man/god, with the legs replaced by a star, right arm forward, hand at the height of the waist, holding a sceptre with a straight shaft, forked bottom and head of the Seth animal (S40) of the same size as the god, vertically, left arm hanging beside the body.",Phonemogram,C
C308,kEH_HG,13761,U+13761,HJ C308,C308,C-02-008,"God, both knees up, with covered legs and arms, with the head replaced by a dung beetle (scarab, L1).",Logogram (Khepri),C
C309,kEH_HG,13762,U+13762,HJ C309,C309,C-02-009,"God, both knees up, with covered legs and arms, with the head replaced by a dung beetle with outstretched wings, resembling the wings of a bird (L12A).",Classifier Khepri (divinity),C
C30A,kEH_HG,1378E,U+1378E,HJ C030A,C30A,C-05-002,,,
C310,kEH_HG,138AC,U+138AC,HJ C310,C310,C-35-090,"Goddess, standing, with a headdress of bovine horns with a sun disk (F102), right arm forward, hand at the height of the waist, holding a sceptre with a straight shaft, forked bottom and head of the Seth animal (S40) of the same size as the woman, left arm hanging beside the body, holding a tie or strap, used with sandals (ankh sign, S34); on top of a collar of beads (S12).",Phonemogram,C
C312,kEH_HG,137CA,U+137CA,C312,,C-09-114,,,
C32,kEH_HG,136A0,U+136A0,HJ C032,C32,A-30-011,"God, seated, both knees up, with covered legs and arms, with a long, curved beard, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Atum),C
C32B,kEH_HG,13699,U+13699,HJ C032B,C32B,A-30-002,"God, seated, both knees up, with covered legs and arms, with a long, curved beard, wearing the double crown (S5).",Logogram (Atum),C
C33,kEH_HG,13072,U+13072,C021,C33,C-07-001,"Bes figure, seen from the front, with tail between the legs and headdress, arms downwards, hands behind the back.",Phonemogram,C
C34,kEH_HG,13792,U+13792,HJ C034,C34,C-07-005,,,
C35,kEH_HG,13816,U+13816,HJ C035,C35,C-15-026,"God, seated on a block, with the head of a ram with horizontal twisted horns, in front of a potter's wheel with a vessel on it, both arm forwards, right hand inside the vessel, left hand at the wheel.",Logogram (creator),C
C38B,kEH_HG,13820,U+13820,HJ C038B,C38B,C-17-006,"An ithyphallic god, with long, curved beard, standing, wearing a double plume headdress, arm raised in back, with a flagellum (S45) written over the arm.",Classifier divinity,C
C39,kEH_HG,13796,U+13796,HJ C039,C39,C-09-002,"God, seated, knees up, with covered legs and arms, with the head of a falcon.",Logogram (Horus),C
C39A,kEH_HG,13798,U+13798,HJ C039A,C39A,C-09-007,"God, seated, knees up, with covered legs and arms, with the head of a falcon, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Classifier falcon divinity,C
C39C,kEH_HG,13799,U+13799,HJ C039C,C39C,C-09-009,"God, seated, knees up, with covered legs and arms, with the head of a falcon, holding a mace with a pear-shaped head (T3), angled forwards.",Classifier divinity,C
C39D,kEH_HG,1379A,U+1379A,HJ C039D,C39D,C-09-010,"God, seated, knees up, with covered legs and arms, with the head of a falcon, holding a club used by washermen for beating laundry (U36) vertically.",Logogram (majesty),C
C39E,kEH_HG,1379B,U+1379B,HJ C039E,C39E,C-09-011,"God, seated, knees up, with covered legs and arms, with the head of a falcon, holding a sceptre (S42) vertically.",Phonemogram/logogram,C
C39F,kEH_HG,1379C,U+1379C,HJ C039F,C39F,C-09-012,"God, seated, knees up, with covered legs and arms, with the head of a falcon, holding a knife (T30A) vertically.",Classifier divinity,C
C3A,kEH_HG,13864,U+13864,HJ C003A,C3A,C-31-002,"God, seated, knees up, with covered legs and arms, with the head of an ibis, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Thot),C
C4,kEH_HG,13060,U+13060,C004,C4,C-15-001,"God, seated, knees up, with covered legs and arms, with the head of a ram, with horizontal twisted horns.",Classifier Khnum,C
C40,kEH_HG,13797,U+13797,HJ C040,C40,C-09-003,"God, seated on heel, right knee raised, with the head of a falcon, right arm angled in front of the body, left arm raised, hand held vertically, hand palm inwards (hnw gesture).",Classifier joy,C
C43,kEH_HG,137AA,U+137AA,HJ C043,C43,C-09-051,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5).",Classifier statue/likeness,C
C43A,kEH_HG,137AB,U+137AB,HJ C043A,C43A,C-09-054,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Classifier divinity,C
C43B,kEH_HG,137AC,U+137AC,HJ C043B,C43B,C-09-055,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a tie or strap, used with sandals (ankh sign, S34), angling forward. ",Logogram (to live),C
C43C,kEH_HG,137AD,U+137AD,HJ C043C,C43C,C-09-056,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding an eye, with the markings of the head of a falcon (wdꜣ.t, D10).",Logogram (eye of Horus),C
C43D,kEH_HG,137AE,U+137AE,HJ C043D,C43D,C-09-057,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a sceptre (S38), vertically.",Phonemogram/logogram (lord),C
C43E,kEH_HG,137AF,U+137AF,HJ C043E,C43E,C-09-059,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding a club used by washermen for beating laundry (U36) vertically.",Logogram (majesty),C
C43G,kEH_HG,137B0,U+137B0,HJ C043G,C43G,C-09-061,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the double crown (S5), holding two arms, raised, with the palms of the hands towards each other (D28).",Logogram (spirit),C
C45,kEH_HG,137B5,U+137B5,HJ C045,C45,C-09-067,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the white crown (S1), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier Sokar (divinity),C
C46,kEH_HG,137B6,U+137B6,HJ C046,C46,C-09-070,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the Atef crown without horns (S8A), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier Sokar (divinity),C
C46C,kEH_HG,137B7,U+137B7,HJ C046C,C46C,C-09-074,"God, seated, knees up, with covered legs and arms, with the head of a falcon, wearing the Atef crown without horns (S8A),",,C
C48,kEH_HG,137BB,U+137BB,HJ C048,C48,C-09-083,,,
C49,kEH_HG,137BC,U+137BC,HJ C049,C49,C-09-084,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a crescent moon with the entire moon disk (N62) on its head, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Logogram (Khonsu),C
C49A,kEH_HG,137BD,U+137BD,HJ C049A,C49A,C-09-085,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a crescent moon with the entire moon disk (N62) on its head, holding a tie or strap, used with sandals (ankh sign, S34), angling forward. ",Classifier Khonsu (divinity),C
C49B,kEH_HG,13073,U+13073,C022,C49B,C-09-086,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with a crescent moon with the entire moon disk (N62) on its head.",Classifier moon,C
C4A,kEH_HG,1380C,U+1380C,HJ C004A,C4A,C-15-004,"God, seated, knees up, with covered legs and arms, with the head of a ram with horizontal twisted horns, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Khnum),C
C4B,kEH_HG,1380D,U+1380D,HJ C004B,C4B,C-15-006,"God, seated, knees up, with covered legs and arms, with the head of a ram with horizontal twisted horns, with the head of a cobra in the middle of the horns, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Khnum),C
C4D,kEH_HG,1380E,U+1380E,HJ C004D,C4D,C-15-009,"God, seated, knees up, with covered legs and arms, with the head of a ram with horizontal twisted horns, holding a stone jug with a large handle connecting to the rim, with small handle (W9), with the large handle forward.",Phonemogram,C
C4F,kEH_HG,13812,U+13812,HJ C004F,C4F,C-15-018,"God, seated, knees up, with covered legs and arms, with the head of a ram, wearing the Atef crown (without sun disk), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Classifier Khnum,C
C4G,kEH_HG,13814,U+13814,HJ C004G,C4G,C-15-022,,,
C4I,kEH_HG,13813,U+13813,HJ C004I,C4I,C-15-021,"God, seated, knees up, with covered legs and arms, with the head of a ram with horizontal twisted horns, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Classifier Khnum,C
C4J,kEH_HG,1380B,U+1380B,HJ C004J,C4J,C-15-002,"God, seated, knees up, with covered legs and arms, with the head of a ram, with forward curling horns.",Classifier creator,C
C5,kEH_HG,13061,U+13061,C005,C5,C-15-007,"God, seated, knees up, with covered legs and arms, with the head of a ram with horizontal twisted horns, holding a tie or strap, used with sandals (ankh sign, S34), angling forward. ",Logogram/phonemogram (who joins with life),C
C50,kEH_HG,137BF,U+137BF,HJ C050,C50,C-09-088,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with the sun rising over a sand covered mountain over the edge of the cultivated areas (N27) on its head, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Logogram (the one of the horizon),C
C50A,kEH_HG,137BE,U+137BE,HJ C050A,C50A,C-09-087,,,
C52,kEH_HG,137C0,U+137C0,HJ C052,C52,C-09-092,,,
C52A,kEH_HG,137C1,U+137C1,HJ C052A,C52A,C-09-093,"God, seated, knees up, with covered legs and arms, with the head of a falcon, with the hindquarters of a seated lion or leopard (F22) on its head, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Logogram (god),C
